airportName,cityName,iso2DigitNationCode,IataCode
"오흐리드 ""성 바오로 사도"" 공항",오흐리드,#N/A,OHD
오이타 공항,오이타,JP,OIT
오카다마 공항,삿포로,JP,OKD
오카야마 공항,오카야마,JP,OKJ
오카 공항,오카,RU,OHH
오호츠크 공항,오호츠크,RU,OHO
오키 공항,오키 섬,JP,OKI
오키노에라부 공항,오키노에라부지마,JP,OKE
오쿠시리 공항,오쿠시리,JP,OIR
올 세키 공항,올 세키,KE,OSJ
올라레 오로크 공항,올라레 오록,KE,OLG
올라야 헤레라 공항,메델린,CO,EOH
올비아 코스타 스메랄다 공항,올비아,IT,OLB
올드 크로우 공항,늙은 까마귀,CA,YOC
올레뇽 공항,올레뇨크,RU,ONK
올가 베이 수상비행기 기지,올가 베이,US,KOY
욀기 공항,올기,MN,ULG
올리브 브랜치 공항,올리브 브랜치,US,OLV
올키옴보 활주로,마라인트레피드,KE,OLX
올포이 공항,올포이,VU,OLJ
올슈틴 마주리 공항,슈치트노,PL,SZY
올림픽 댐 공항,올림픽 댐,AU,OLP
올료민스크 공항,올료크민스크,RU,OLZ
오메테페 라 팔로마 공항,오메테페,NI,n/a
옴스크 첸트랄니 공항,옴스크,RU,OMS
온지바 페레이라 공항,온지바,AO,VPE
오닐 뮤니시펄 공항,오닐,US,ONL
오농게 공항,오농게,PG,ONB
오토아 공항,오노토아,KI,OOT
온슬로 공항,온슬로,AU,ONS
온타리오 국제 공항,온타리오,US,ONT
오라데아 국제 공항,오라데아,RO,OMR
오랄 악 졸 공항,우랄스크,KZ,URA
오란 공항,오란,AR,ORA
오란 에스 세니아 공항,오란,DZ,ORN
오렌지 공항,주황색,AU,OAG
오렌지 워크 공항,오렌지워크,BZ,ORZ
오랑제문트 공항,오랑예문드,NA,OMD
오르카스 아일랜드 공항,이스트사운드,US,ESD
오르도스 에진 호로 공항,오르도스,CN,DSN
오르두 기레순 공항,오르두/기레순,TR,OGU
외레브로 공항,외레브로,SE,ORB
오렌부르크 첸트랄니 공항,오렌부르크,RU,REN
오레스테스 아코스타 공항,모아,CU,MOA
외를란트 공항,올랜드,NO,OLA
올랜도 이그제큐티브 공항,올랜도,US,ORL
올랜도 국제 공항,올랜도,US,MCO
올랜도 샌포드 국제 공항,올랜도,US,SFB
오를리 공항,파리,FR,ORY
오르모크 공항,오르모크,PH,OMC
외른셸스비크 공항,오른스콜드스비크,SE,OER
오로 네그로 공항,카비마스,VE,CBS
오르스크 공항,오르스크,RU,OSW
호프덴 공항,오르스타-볼다,NO,HOV
오룔 유즈니 공항,오룔,RU,OEL
오사카 국제공항,오사카,JP,ITM
오사카 야오 공항,오사카,JP,n/a
오스본 광산 공항,오스본 광산,AU,OSO
오스카 마차도 줄로아가 공항,카라카스,VE,n/a
오스코다 워트스미스 공항,오스코다,US,OSC
오쉬 공항,오쉬,KG,OSS
오시마 공항,오시마,JP,OIM
오시예크 공항,오시예크,HR,OSI
오스카르스함 공항,오스카르샴,SE,OSK
오스케멘 공항,우스트카메노고르스크,KZ,UKK
오슬로 공항 가르데르모엔,오슬로,NO,OSL
오스마나바드 공항,오스마나바드,IO,n/a
오스마니 국제 공항,실렛,BD,ZYL
오소라 공항,오소라,RU,n/a
오스타피예보 국제공항,모스크바-포돌스크,RU,OSF
오스스텐드 브뤼헤 국제공항,오스텐드-브뤼헤,BE,OST
오스발도 비에이라 국제 공항,비사우,GW,OXB
오스왈도 게바라 무히카 공항,아카리과,VE,AGV
오타와 국제공항,오타와,CA,YOW
오토 보르 공항,장미유,US,OTO
와가두구 공항,와가두구,BF,OUA
와나함 공항,리푸,NC,LIF
우앙고 피티니 공항,우앙고 피티니,#N/A,OFI
우아니 공항,앙주안,KM,AJN
와르자자테 공항,우아르자자트,MA,OZZ
우돔사이 공항,무앙사이,#N/A,ODY
우에드 이라라 크림 벨카젬 공항,하시 메사우드,DZ,HME
오울루 공항,오울루,FI,OUL
오우로 소구이 공항,마탐,SN,MAX
아웃스케리스 공항,스케리스 외곽,GB,OUK
우베아 공항,우베아,NC,UVE
우징키 공항,우진키,US,KOZ
오웬 로버츠 국제 공항,그랜드 케이맨,KY,GCM
오웬스보로 데이비스 카운티 공항,오웬스버러,US,OWB
옥스퍼드 공항,옥스퍼드,GB,OXF
옥스퍼드 하우스 공항,옥스포드 하우스,CA,YOH
오옘 공항,오옘,GA,OYE
오요 올롬보 공항,오요,#N/A,OLL
오자르 공항,나식,IO,ISK
오제르나야 공항,오제르나야,RU,n/a
파마 공항,파마,VU,PBJ
파미우트 공항,파미우트,GL,JFR
파더본 립슈타트 공항,파더본,DE,PAD
파드레 알다미즈 국제공항,푸에르토 말도나도,PE,PEM
파가디안 공항,파가디안,PH,PAG
페이지 필드,포트 마이어스,US,FMY
페이지 공항,페이지,US,PGA
파고파고 국제공항,파고파고,AS,PPG
빠이 공항,파이,TH,PYY
페인 필드 공항,에버렛,US,PAE
페인터 크릭 공항,알래스카,US,PCE
파잘라 공항,파잘라,SE,PJA
파자스 블랑카스 공항,코르도바,AR,COR
파코쿠 공항,파코쿠,MM,n/a
빡쎄 국제공항,팍세,#N/A,PKZ
파쿠바 비행장,파쿠바,UG,PAF
박용 공항,강톡,IO,PYG
팔라나 공항,팔라나,RU,n/a
팔라난 이사벨라 공항,팔라난,PH,n/a
팔랑가 국제 공항,팔랑가,LT,PLQ
팔라비 팔라비야 공항,팔라비 팔라비야,LK,n/a
팔렝케 국제공항,팔렌케,MX,PQM
팜 비치 국제 공항,웨스트 팜 비치,US,PBI
팜 아일랜드 공항,팜 아일랜드,AU,PMK
팜스프링스 국제공항,팜스프링스,US,PSP
팔마 공항,팔마,MZ,LMZ
팔마 데 마요르카 공항,팔마 데 마요르카,ES,PMI
팔마 데 마요르카 손 보네트 공항,팔마 데 마요르카,ES,SBO
팔마르 수르 공항,팔마르 수르,CR,PMZ
팔마스 브리가데이로 리시아스 로드리게스 공항,팔마스,BR,PMW
파머스톤 노스 공항,팔머스턴 노스,NZ,PMR
팔로 알토 공항,팔로 알토,US,PAO
팔로이치 공항,히글리에그,SS,n/a
팔로 네그로 공항,부카라망가,CO,BGA
팔로포 라갈리고 공항,팔로포,ID,LLO
팜파 과나코 공항,캐머런,CL,DPB
팜플로나 공항,팜플로나,ES,PNA
파나마 파시피코 국제공항,파나마 파시피코,PA,BLB
팽본 메모리얼 공항,웬내치,US,EAT
팡코르 공항,팡코르 섬,MY,PKG
팡니르퉁 공항,팡니르퉁,CA,YXP
팡수마 공항,푸투시바우,ID,PSU
팡길레모 공항,탈카,CL,TLX
판장섬 공항,판장 섬,ID,PPJ
판즈구르 공항,판주르,PK,PJG
판텔레리아 공항,판텔레리아,IT,PNL
판트나가르 공항,판트나가르,IO,PGH
판즈화 바오안잉 공항,판즈화,CN,PZI
파파 스투르 활주로,파파 스투어,GB,PSV
파파 웨스트레이 공항,파파 웨스트레이,GB,PPW
파 포스 국제 공항,파포스,CY,PFO
파라버두 공항,파라버두,AU,PBO
파라커우 공항,파라쿠,BJ,PKO
파라미요 공항,산 크리스토발,VE,SCI
파라시 공항,파라시,SB,PRS
파르두비체 공항,파르두비체,#N/A,PED
파리 르 부르제 공항,파리,FR,LBG
파크스 공항,파크스,AU,PKE
파르마 공항,파르마,IT,PMF
파르나이바 프레페이토 박사 주앙 실바 필류 국제공항,파르나이바,BR,PHB
페르누 공항,파르누,EE,EPU
파로 국제 공항,파로,BT,PBH
파로스 내셔널 공항,파로스,GR,PAS
파르사바드 모간 공항,파르사바드,IR,PFQ
파시가트 공항,파시갓,IO,IXT
파스니 공항,파스니,PK,PSI
파탄코트 공항,파탄코트,IO,IXP
파테인 공항,파테인,MM,BSX
파토스 공항,파토스,BR,JPO
파토스 데 미나스 공항,파토스 데 미나스,BR,POJ
파트로시니오 공항,파트로시니오,BR,n/a
파티무라 공항,암본,ID,AMQ
포 피레네 공항,파우,FR,PUF
파울루 아폰소 공항,파울로 아폰소,BR,PAV
파블로다르 공항,파블로다르,KZ,PWQ
파얌 국제공항,카라즈,IR,PYK
페이에른 공항,파이에른,CH,VIP
안세니스 공항,안세니스,FR,n/a
피스 리버 공항,피스 리버,CA,YPE
피와넉 공항,피와넉,CA,YPO
페초라 공항,페코라,RU,PEX
페치스 포가니 공항,펙스 포가니,HU,PEV
페다시 공항,페다스I,PA,PDM
페드로 베이 공항,페드로 베이,US,PDB
펠리컨 수상비행기 기지,펠리컨,US,PEC
펠스턴 리저널 공항,펠스톤,US,PLN
펨바 공항,펨바 섬,TZ,PMA
펨바 공항,펨바,MZ,POL
펨비나 공항,펨비나,US,PMB
펨브리 웨스트 웨일즈 공항,펨브리,GB,n/a
페나잠 공항,페나잠,ID,n/a
페낭 국제 공항,페낭,MY,PEN
펜사콜라 국제 공항,펜사콜라,US,PNS
펜틱턴 공항,펜티크턴,CA,YYF
펜자 공항,펜자,RU,PEZ
페랄레스 공항,이바게,CO,IBE
베리괴바시악 공항,페리그,FR,PGX
페리토 모레노 공항,페리토 모레노,AR,PMQ
페름 국제공항,파마,RU,PEE
페르피냥 리브잘트 공항,페르피냥,FR,PGF
페리빌 공항,페리빌,US,KPV
페르시아 걸프 공항,아살로예,IR,PGU
퍼스 공항,퍼스,AU,PER
피터 주즈 공군기지,은돌라,ZM,n/a
피터버러 공항,피터버러,CA,YPQ
피터스버그 제임스 A. 존슨 공항,피터스버그,US,PSG
페트로파블 공항,페트로파블롭스크,KZ,PPK
페트로파블로프스크 캄차츠키 공항,페트로파블롭스크,RU,PKC
페트로자보츠크 공항,페트로자보츠크,RU,PES
페벡 공항,페베크,RU,PWE
파플루 공항,파플루,NP,PPL
펫차분 공항,펫차분,TH,PHY
필라델피아 국제 공항,필라델피아,US,PHL
필립 SW 골드슨 국제 공항,벨리즈 시티,BZ,BZE
핏사눌록 공항,피차눌록,TH,PHS
프놈펜 국제 공항,프놈펜,KH,PNH
피닉스 디어 밸리 공항,피닉스,US,DVT
피닉스 굿이어 공항,굿이어,US,GYR
피닉스메사 게이트웨이 공항,피닉스,US,AZA
피닉스 스카이 하버 국제 공항,피닉스,US,PHX
프래 공항,프레이,TH,PRH
푸바이 국제공항,색조,#N/A,HUI
푸캇 공항,퀴논,#N/A,UIH
푸꾸옥 국제공항,푸꾸옥 섬,#N/A,PQC
푸켓 국제 공항,푸켓,TH,HKT
피아코 국제 공항,포트 오브 스페인,TT,POS
피쵸이 공항,발디비아,CL,ZAL
피클 레이크 공항,피클 호수,CA,YPL
피코 공항,피코 섬,PT,PIX
픽턴 비행장,픽턴,NZ,n/a
피드몬트 트라이어드 국제 공항,그린스버러,US,GSO
피에드라스 네그라스 국제공항,피에드라스 네그라스,MX,PDS
피에르 공항,피에르,US,PIR
피에르퐁 공항,생피에르,#N/A,ZSE
피에슈하니 공항,피에스타니,SK,PZY
피터마리츠버그 공항,피터마리츠버그,ZA,PZB
피캉기쿰 공항,피칸지쿰,CA,YPM
파이크 카운티 공항,파이크빌,US,PVL
필라네스버그 국제 공항,선시티,ZA,NTY
파일럿 스테이션 공항,파일럿 스테이션,US,PQS
필로토 시빌 노르베르토 페르난데스 국제공항,리오 갈레고스,AR,RGL
피날 에어파크,마라나,US,MZJ
피낭 캄파이 공항,두마이,ID,DUM
핑둥남공항,핑둥,TW,PIF
핀토 마틴스 포르탈레자 국제공항,포르탈레자,BR,FOR
피사 국제 공항,피사,IT,PSA
피토라가르 공항,피토라가르,IO,n/a
피트 그린빌 공항,그린빌,US,PGV
피츠버그 국제 공항,피츠버그,US,PIT
피츠필드 공항,피츠필드,US,PSF
피투 공항,모로타이 섬,ID,OTI
피투픽 우주 기지,피투픽,GL,THU
플라센시아 공항,태반,BZ,PLJ
플라시도 데 카스트로 국제공항,리오 브랑쿠,BR,RBR
플레인 코레일 공항,로드리게스 섬,MU,RRG
플랜 드 과달루페 국제공항,살틸로,MX,SLW
플라툰 공항,플라스툰,RU,TLY
플래티넘 공항,백금,US,PTU
플라토프 국제 공항,로스토프,RU,ROV
플래츠버그 국제 공항,플래츠버그,US,PBG
플라야 바라코아 공항,아바나,CU,UPB
플라야 데 오로 국제 공항,만사니요,MX,ZLO
플라욘 치코 공항,플레이온치코,PA,PYC
플레이쿠 공항,플레이쿠,#N/A,PXU
플레텐버그 베이 공항,플레텐버그 베이,ZA,PBZ
플리니우 알라콤 공항,트레스 라고아스,BR,TJL
플로브디프 공항,플로브디프,BG,PDV
플리머스 시티 공항,플리머스,GB,PLH
플리머스 공항,플리머스,US,PYM
포베딜로보 공항,키로프,RU,KVX
포커텔로 공항,포카텔로,US,PIH
포드고리차 공항,포드고리차,ME,TGD
포드카멘나야 퉁구스카 공항,보르,RU,TGP
포도르 공항,포도르,SN,POD
포고굴 공항,부올,ID,UOL
포항공항,포항,#N/A,KPO
폰페이 국제공항,폰페이,FM,PNI
포인트 베이커 수상비행기 기지,포인트 베이커,US,KPB
포인트 호프 공항,포인트 호프,US,PHO
포인트 레이 LRRS 공항,포인트 레이,US,PIZ
푸앵트 누아르 공항,푸앵트누아르,#N/A,PNR
포인트 벨레 공항,푸투나 섬,WF,FUT
푸앵타피트르 국제공항,푸앵트아피트르,GP,PTP
포인트 노스 랜딩 공항,포인츠 노스 랜딩,CA,YNL
푸아티에 비아르 공항,푸아티에,FR,PIS
포카라 공항,포카라,NP,PKR
포카라 국제공항,포카라,NP,PHH
폴골라 저수지 수상비행기 기지,캔디,LK,KDZ
폴로콰네 국제 공항,폴로콰네,ZA,PTG
폴타바 공항,폴타바,UA,PLV
폴리아르니 공항,폴리아니,RU,PYJ
폰치아노 아리아가 국제공항,산루이스포토시,MX,SLP
폰드 인렛 공항,연못 입구,CA,YIO
폰독 카베 공항,사우스 탕게랑,ID,PCB
폰타 포랑 국제 공항,폰타 포라,BR,PMG
퐁투아즈 코르메이유 비행장,파리,FR,POX
포플러 힐 공항,포플러 힐,CA,YHP
포프라드 타트리 공항,팝라드,SK,TAT
포르반다르 공항,포르반다르,IO,PBD
포리 공항,포리,FI,POR
포트 알스워스 공항,포트 알스워스,US,PTA
포트 오거스타 공항,포트 오거스타,AU,PUG
포트 베일리 수상비행기 기지,포트 베일리,US,KPY
포트 클래런스 해안 경비대 기지,포트 클래런스,US,KPC
포르드페 공항,포르 드 페,HT,PAX
포르장틸 국제공항,포트젠틸,GA,POG
포트 그레이엄 공항,포트 그레이엄,US,PGM
포트하코트 시티 공항,포트하커트,NG,PHG
포트하커트 국제공항,포트하커트,NG,PHC
포트 하디 공항,포트 하디,CA,YZT
포트헤드랜드 국제공항,포트 헤들랜드,AU,PHE
포트 하이덴 공항,포트 하이든,US,PTH
포트 호프 심슨 공항,포트 호프,CA,YHA
포트 링컨 공항,포트 링컨,AU,PLO
포트 라이언스 공항,포트 라이온스,US,ORI
포트 맥쿼리 공항,포트 맥쿼리,AU,PQQ
포트 맥닐 공항,포트 맥닐,CA,YMP
포트 메니에 공항,포트메니에,CA,YPN
포트 몰러 공항,콜드 베이,US,PML
항구 보호 수상 비행기 기지,포트 보호,US,PPV
포트 사이드 공항,포트사이드,EG,PSD
포트 수단 신국제 공항,포트수단,SS,PZU
포트 윌리엄스 수상비행기 기지,포트 윌리엄스,US,KPR
포티지 라 프레리/사우스포트 공항,포르티지 라 프레리,CA,YPG
포티지 시립 공항,운반,US,n/a
포르티망 공항,포르티마오,PT,PRM
포틀랜드 공항,포틀랜드,AU,PTJ
포틀랜드 국제 공항,포틀랜드,US,PDX
포틀랜드 국제공항제트포트,포틀랜드,US,PWM
포르투 무르티뉴 공항,포르투 무르티뉴,BR,n/a
포르토 산투 공항,포르투 산투 섬,PT,PXO
포르토 세구로 공항,포르투 세구로,BR,BPS
포르토 트롬베타스 공항,트롬베타스,BR,TMT
포르토로지 공항,포르토로즈,SI,POW
피스 포츠머스 국제공항,포츠머스,US,PSM
포스트빌 공항,포스트빌,CA,YSO
포우소 알레그레 공항,포우소 알레그레,BR,PPY
파월 리버 공항,파월 강,CA,YPW
포즈난 와비차 공항,포즈난,PL,POZ
프랄린 아일랜드 공항,프라슬린 섬,SC,PRI
프레페이토 옥타비오 데 알메이다 네베스 공항,상 조앙 델 레이,BR,JDR
프레기사 공항,상 니콜라우,CV,SNE
프렘페 1세 국제공항,쿠마시,GH,KMS
프레오브라제니예 공항,프레오브라제니예,RU,RZH
프르제로프 공항,프레로프,#N/A,PRV
리베라 국제공항,리베라,UY,RVY
프레지던트 오비앙 응게마 국제공항,멘고메옌,GQ,GEM
프레지덴테 카를로스 이바녜스 델 캄포 국제공항,푼타 아레나스,CL,PUQ
프레지덴테 카스트로 핀토 국제 공항,주앙 페소아,BR,JPA
프레지덴테 이타마르 프랑코 공항,주이즈 데 포라,BR,IZA
프레지덴테 주앙 피게이레도 공항,시놉,BR,OPS
프레지덴테 니콜라우 로바토 국제공항,딜리,TL,DIL
프레지덴테 페론 국제 공항,네우켄,AR,NQN
프레지덴테 프루뎅테 공항,프루덴테 대통령,BR,PPB
프리예도르 우리제 공항,프리에도르 우리제,BA,n/a
프린스 압둘 마지드 빈 압둘아지즈 국내선 공항,알룰라,SA,ULH
프린스 알버트,앨버트 왕자,CA,YPA
프린스 조지 공항,조지 왕자,CA,YXS
프린스 모하마드 빈 압둘아지즈 공항,메디나,SA,MED
프린스 나예프 빈 압둘아지즈 공항,부라이다,SA,ELQ
프린스 루퍼트 공항,프린스 루퍼트,CA,YPR
프린스 사이드 이브라힘 국제 공항,모로나이,KM,HAH
프린세스 줄리아나 국제 공항,신트마르틴,SX,SXM
프린시페 공항,프린시페 섬,ST,PCP
프리슈티나 국제공항아뎀 자샤리,프리슈티나,#N/A,PRN
에리벨토 마노엘 레이노 주립 공항교수,상 조제 두 히우 프레투,BR,SJP
우르바노 에르네스토 스텀프 공항교수,상 호세 도스 캄포스,BR,SJK
저명한 힐 공항,프로미넌트 힐,AU,PXH
프로비덴시알레스 국제 공항,프로비덴시알레스,TC,PLS
프로비데니야 베이 공항,프로비데니야,RU,PVS
프로빈스타운 공항,프로빈스타운,US,PVC
프로보 공항,프로보,US,PVU
프스코프 공항,프스코프,RU,PKV
PT 바다본탕공항,본탕,ID,BXT
푸콘 공항,푸콘,CL,ZPC
푸두체리 공항,폰디체리,IO,PNY
푸에블로 메모리얼 공항,푸에블로,US,PUB
푸얼시마오 공항,시마오,CN,SYM
푸에르토 바리오스 공항,푸에르토 바리오스,GT,PBR
푸에르토 카베사스 공항,푸에르토 카베사스,NI,PUZ
푸에르토 데세아도 공항,푸에르토 데세아도,AR,PUD
